Ürün Adı,Fiyat,Kategori,Silindir Hacmi,Beygir Gücü (bg),Teknik Puan,Link
Mondial RX3i Evo,31570.0,Touring,250 cc,24.7 ,36.0,https://www.epey.com/motosiklet/mondial-rx3i-evo.html
Yuki Afşin 250,17099.0,Touring,223 cc,17.5 ,30.0,https://www.epey.com/motosiklet/yuki-afsin-250.html
Yuki TN125-E,18750.0,Touring,125 cc,10.72 ,23.0,https://www.epey.com/motosiklet/yuki-tn125-e.html
Mondial 100 MG Superboy,12590.0,Touring,97 cc,9.1 ,21.0,https://www.epey.com/motosiklet/mondial-100-mg-superboy.html
Mondial 125 Drift L,22360.0,Touring,124 cc,-,21.0,https://www.epey.com/motosiklet/mondial-125-drift-l.html
Falcon Attack 100,11599.0,Commuter,97.8 cc,9.4 ,18.0,https://www.epey.com/motosiklet/falcon-attack-100.html
Yuki Gusto 50,9589.0,Cub,99 cc,5.90 ,18.0,https://www.epey.com/motosiklet/yuki-gusto-50.html
Falcon Mexico 150,17100.0,Touring,124 cc,-,18.0,https://www.epey.com/motosiklet/falcon-mexico-150.html
Mondial 100 SFC Snappy X,13370.0,Cub,97 cc,5.8 ,18.0,https://www.epey.com/motosiklet/mondial-100-sfc-snappy-x.html
Mondial Tab,13658.0,Scooter,49.46 cc,-,15.0,https://www.epey.com/motosiklet/mondial-tab.html
MotoLux ROSSI RS,13957.0,Scooter,49 cc,2.7 ,15.0,https://www.epey.com/motosiklet/motolux-rossi-rs.html
Mondial Mash 125i,17044.9,Scooter,124.6 cc,-,13.0,https://www.epey.com/motosiklet/mondial-mash-125i.html
Yuki Casper 50,10290.0,Scooter,50 cc,3.1 ,12.0,https://www.epey.com/motosiklet/yuki-casper-50.html
Falcon Dolphin 100,20270.43,Scooter,99 cc,6 ,12.0,https://www.epey.com/motosiklet/falcon-dolphin-100.html
Falcon Soft 50,11400.0,Scooter,49.4 cc,3.08 ,12.0,https://www.epey.com/motosiklet/falcon-soft-50.html
Kuba Trendy 50,13023.0,Scooter,50 cc,3.62 ,11.0,https://www.epey.com/motosiklet/kuba-trendy-50.html
Volta RS5,11625.0,Scooter,49.5 cc,-,11.0,https://www.epey.com/motosiklet/volta-rs5.html
Mondial 50 Revival,10781.82,Scooter,49.6 cc,-,11.0,https://www.epey.com/motosiklet/mondial-50-revival.html
Yuki QM50QT-6E Snoopy,10949.0,Scooter,49 cc,4.4 ,11.0,https://www.epey.com/motosiklet/yuki-qm50qt-6e-snoopy.html
RKS Blazer 50-XR,12850.0,Scooter,49.6 cc,2.68 ,11.0,https://www.epey.com/motosiklet/rks-blazer-50-xr.html
Kuba ÇITA 100R,14582.0,Klasik,99 cc,6.4 ,11.0,https://www.epey.com/motosiklet/kuba-cita-100r.html
RMG Moto Gusto Rapid 50,13050.0,Scooter,49.6 cc,-,11.0,https://www.epey.com/motosiklet/rmg-moto-gusto-rapid-50.html
Kuba CG 100 (KM125-6),13399.0,Klasik,99 cc,6.4 ,11.0,https://www.epey.com/motosiklet/kuba-cg-100-km125-6.html
Kuba Reiz 50,11300.0,Cub,49.9 cc,2.95 ,10.0,https://www.epey.com/motosiklet/kuba-reiz-50.html
Arora AR 100-8 A (Çelik Jant),11700.0,Touring,97 cc,7.50 ,10.0,https://www.epey.com/motosiklet/arora-ar-100-8-a-renkli-celik-jant.html
Kuba EGE 50,12500.0,Cub,50 cc,2.95 ,10.0,https://www.epey.com/motosiklet/kuba-ege-50.html
Mondial BeeStreet,10100.0,Scooter,49.6 cc,-,10.0,https://www.epey.com/motosiklet/mondial-beestreet.html
Kuba RX9,10050.0,Commuter,49.4 cc,2.82 ,10.0,https://www.epey.com/motosiklet/kuba-rx9.html
Kuba ÇITA 100R GOLD,12542.0,Klasik,99 cc,7.0 ,8.0,https://www.epey.com/motosiklet/kuba-cita-100r-gold.html
Kral KR-44 Pion 50,11599.0,Scooter,49 cc,-,2.0,https://www.epey.com/motosiklet/kral-kr-44-pion-50.html
Honda NC 750D Integra,,Scooter,745 cc,54.8 ,65.0,https://www.epey.com/motosiklet/nc-750d-integra.html
Kawasaki Vulcan 900 Classic,,Chopper,903 cc,50.0 ,65.0,https://www.epey.com/motosiklet/kawasaki-vulcan-900-classic.html
Kawasaki Vulcan 900 Classic Special Edition,,Chopper,903 cc,50.0 ,65.0,https://www.epey.com/motosiklet/kawasaki-vulcan-900-classic-special-edition.html
Kawasaki Vulcan 900 Custom,,Chopper,903 cc,50.0 ,65.0,https://www.epey.com/motosiklet/kawasaki-vulcan-900-custom.html
Yamaha XV950 ABS,,Sport,942 cc,52.1 ,65.0,https://www.epey.com/motosiklet/yamaha-xv950-abs.html
Yamaha XV950 Racer ABS,,Sport,942 cc,52.1 ,65.0,https://www.epey.com/motosiklet/yamaha-xv950-racer-abs.html
BMW C 600 Sport TR Package,,Scooter,647 cc,60.0 ,64.0,https://www.epey.com/motosiklet/bmw-c-600-sport.html
BMW C 600 Sport TR Package Special Color,,Scooter,647 cc,60.0 ,64.0,https://www.epey.com/motosiklet/bmw-c-600-sport-tr-package-special-color.html
BMW C 600 Sport Special Edition,,Scooter,647 cc,60.0 ,64.0,https://www.epey.com/motosiklet/bmw-c-600-sport-special-edition.html
BMW C 650 GT TR Package,,Scooter,647 cc,60.0 ,64.0,https://www.epey.com/motosiklet/bmw-c-650-gt-tr-package.html
BMW C 650 GT Special Color,,Scooter,647 cc,60.0 ,64.0,https://www.epey.com/motosiklet/bmw-c-650-gt-special-color.html
Suzuki Burgman 650Z ABS Executive,,Scooter,638 cc,55.1 ,64.0,https://www.epey.com/motosiklet/suzuki-burgman-650z-abs-executive.html
Triumph Scrambler,,Klasik,865 cc,59.0 ,64.0,https://www.epey.com/motosiklet/triumph-scrambler.html
KTM 690 DUKE R ABS,,Naked,690 cc,70.0 ,62.0,https://www.epey.com/motosiklet/ktm-690-duke-r-abs.html
Kawasaki Ninja 650,,Sport,649 cc,68 ,62.0,https://www.epey.com/motosiklet/kawasaki-ninja-650.html
Kawasaki Ninja 650 KRT Edition,,Sport,649 cc,68 ,62.0,https://www.epey.com/motosiklet/kawasaki-ninja-650-krt-edition.html
Yamaha XT660Z Tenere ABS,,Adventure,660 cc,47.6 ,62.0,https://www.epey.com/motosiklet/yamaha-xt660z-tenere-abs.html
KTM 690 DUKE ABS,,Naked,690 cc,68.0 ,62.0,https://www.epey.com/motosiklet/ktm-690-duke-abs.html
Yamaha XV950,,Sport,942 cc,52.1 ,61.0,https://www.epey.com/motosiklet/yamaha-xv950.html
Kawasaki W800 Special Edition,,Chopper,773 cc,47.0 ,61.0,https://www.epey.com/motosiklet/kawasaki-w800-special-edition.html
Kawasaki W800,,Chopper,773 cc,47.0 ,61.0,https://www.epey.com/motosiklet/kawasaki-w800.html
BMW G 650 GS,,Adventure,652 cc,48.0 ,60.0,https://www.epey.com/motosiklet/bmw-g-650-gs.html
Yamaha XT660Z Tenere,,Adventure,660 cc,47.6 ,60.0,https://www.epey.com/motosiklet/yamaha-xt660z-tenere.html
KTM 690 ENDURO R,,Enduro,690 cc,67.0 ,59.0,https://www.epey.com/motosiklet/ktm-690-enduro-r.html
Benelli Leoncino (ABS),,Touring,500 cc,46.93 ,57.0,https://www.epey.com/motosiklet/benelli-leoncino-abs.html
Honda CBR 500R,,Racing,471 cc,47.6 ,57.0,https://www.epey.com/motosiklet/honda-cbr-500r.html
Yamaha TMAX DX ABS,,Scooter,530 cc,45 ,54.0,https://www.epey.com/motosiklet/yamaha-tmax-dx-abs.html
Honda CB 500F,,Naked,471 cc,47.6 ,53.0,https://www.epey.com/motosiklet/honda-cb-500f.html
Yamaha TMAX ABS,,Scooter,530 cc,45.8 ,53.0,https://www.epey.com/motosiklet/yamaha-tmax-abs.html
SYM MAXSYM 600i ABS,,Scooter,565 cc,40.6 ,52.0,https://www.epey.com/motosiklet/maxsym-600i-abs.html
BMW F 700 GS Dynamic Package,,Adventure,798 cc,75.0 ,74.0,https://www.epey.com/motosiklet/bmw-f-700-gs-dynamic-package.html
BMW F 700 GS Dynamic Package Color Edition,,Adventure,798 cc,75.0 ,74.0,https://www.epey.com/motosiklet/bmw-f-700-gs-dynamic-package-color-edition.html
BMW F 700 GS Dynamic Low Suspention,,Adventure,798 cc,75.0 ,74.0,https://www.epey.com/motosiklet/bmw-f-700-gs-dynamic-low-suspention.html
Yamaha MT-07 Moto Cage / ABS,,Naked,689 cc,74.8 ,74.0,https://www.epey.com/motosiklet/yamaha-mt-07-moto-cage-abs.html
Yamaha MT-07 ABS,,Naked,689 cc,74.8 ,74.0,https://www.epey.com/motosiklet/yamaha-mt-07-abs.html
Yamaha Tracer 700,,Sport,689 cc,74.8 ,73.0,https://www.epey.com/motosiklet/yamaha-tracer-700.html
Suzuki V-STROM 1000XT,,Touring,1037 cc,74 ,73.0,https://www.epey.com/motosiklet/suzuki-v-strom-1000xt.html
Aprilia SRV 850,,Scooter,839.3 cc,76.0 ,73.0,https://www.epey.com/motosiklet/aprilia-srv-850.html
Yamaha MT-07,,Naked,689 cc,74.8 ,73.0,https://www.epey.com/motosiklet/yamaha-mt-07.html
Kawasaki ER-6n ABS,,Touring,649 cc,72.1 ,72.0,https://www.epey.com/motosiklet/kawasaki-er-6n-abs.html
Kawasaki ER-6f ABS,,Touring,649 cc,72.1 ,72.0,https://www.epey.com/motosiklet/kawasaki-er-6f-abs.html
Aprilia MANA GT 850,,Naked,839.3 cc,76.1 ,72.0,https://www.epey.com/motosiklet/aprilia-mana-gt-850.html
Kawasaki KLE650 (Versys),,Enduro,649 cc,69.0 ,71.0,https://www.epey.com/motosiklet/kawasaki-kle650-versys.html
Kawasaki ER-6n,,Touring,649 cc,72.1 ,71.0,https://www.epey.com/motosiklet/kawasaki-er-6n.html
Kawasaki ER-6f,,Touring,649 cc,72.1 ,71.0,https://www.epey.com/motosiklet/kawasaki-er-6f.html
Suzuki V-Strom 650 ABS,,Adventure,645 cc,66.6 ,71.0,https://www.epey.com/motosiklet/suzuki-v-strom-650-abs.html
Kawasaki Z650,,Naked,649 cc,68 ,71.0,https://www.epey.com/motosiklet/kawasaki-z650.html
Kawasaki KLE650 (Versys) ABS,,Enduro,649 cc,69.0 ,70.0,https://www.epey.com/motosiklet/kawasaki-kle650-versys-abs.html
Triumph Thruxton,,Klasik,865 cc,69.0 ,68.0,https://www.epey.com/motosiklet/triumph-thruxton.html
Triumph MY15 Bonneville,,Klasik,865 cc,68.0 ,67.0,https://www.epey.com/motosiklet/triumph-my15-bonneville.html
Triumph Bonneville T100,,Klasik,865 cc,68.0 ,67.0,https://www.epey.com/motosiklet/triumph-bonneville-t100.html
Triumph Bonneville T100 Black,,Klasik,865 cc,68.0 ,67.0,https://www.epey.com/motosiklet/triumph-bonneville-t100-black.html
Kawasaki Vulcan S ABS,,Chopper,649 cc,61.0 ,67.0,https://www.epey.com/motosiklet/kawasaki-vulcan-s-abs.html
CF MOTO SD 650-S,,Touring,649.3 cc,60.3 ,67.0,https://www.epey.com/motosiklet/cf-moto-sd-650-s.html
CF MOTO SD 650-T,,Touring,649.3 cc,60.3 ,67.0,https://www.epey.com/motosiklet/cf-moto-sd-650-t.html
Hyosung ST7,,Chopper,678.2 cc,62.5 ,67.0,https://www.epey.com/motosiklet/hyosung-st7.html
Triumph America,,Chopper,865 cc,61.0 ,66.0,https://www.epey.com/motosiklet/triumph-america.html
Kawasaki Vulcan S,,Chopper,649 cc,61.0 ,66.0,https://www.epey.com/motosiklet/kawasaki-vulcan-s.html
Honda NC 750S,,Naked,745 cc,54.8 ,66.0,https://www.epey.com/motosiklet/honda-nc-750s.html
Triumph Speedmaster,,Chopper,865 cc,61.0 ,65.0,https://www.epey.com/motosiklet/triumph-speedmaster.html
Kawasaki ZX6R,,Racing,599 cc,134.0 ,82.0,https://www.epey.com/motosiklet/kawasaki-zx6r.html
Suzuki GSR 750 ABS,,Naked,749 cc,106 ,82.0,https://www.epey.com/motosiklet/suzuki-gsr-750-abs.html
Triumph Tiger 800 XRx,,Adventure,800 cc,95.0 ,81.0,https://www.epey.com/motosiklet/triumph-tiger-800-xrx.html
Triumph Tiger 800 XCx,,Adventure,800 cc,95.0 ,81.0,https://www.epey.com/motosiklet/triumph-tiger-800-xcx.html
Aprilia SHIVER 750,,Naked,749.9 cc,95.0 ,80.0,https://www.epey.com/motosiklet/aprilia-shiver-750.html
BMW F 800 R Dynamic Package,,Naked,798 cc,90.0 ,80.0,https://www.epey.com/motosiklet/bmw-f-800-r-dynamic-package.html
BMW F 800 GT Touring Package,,Touring,798 cc,90.0 ,80.0,https://www.epey.com/motosiklet/bmw-f-800-gt.html
Suzuki BANDIT 650SA,,Sport,656 cc,85 ,80.0,https://www.epey.com/motosiklet/suzuki-bandit-650sa.html
Honda CBR 650F,,Racing,649 cc,87.0 ,80.0,https://www.epey.com/motosiklet/honda-cbr-650f.html
Suzuki GSR 750A,,Sport,749 cc,106 ,80.0,https://www.epey.com/motosiklet/suzuki-gsr-750a.html
BMW F 800 GS Adventure TR Package,,Adventure,798 cc,85.0 ,79.0,https://www.epey.com/motosiklet/bmw-f-800-gs-adventuretr-package.html
Suzuki GSX-S750,,Naked,749 cc,114 ,79.0,https://www.epey.com/motosiklet/suzuki-gsx-s750.html
Kawasaki VN 1700 Voyager ABS,,Chopper,1700 cc,73.0 ,79.0,https://www.epey.com/motosiklet/kawasaki-vn-1700-voyager-abs.html
KTM 1290 SUPER ADVENTURE,,Adventure,1301 cc,160.0 ,79.0,https://www.epey.com/motosiklet/ktm-1290-super-adventure.html
KTM 1290 SUPER DUKE R ABS,,Naked,1301 cc,180.0 ,79.0,https://www.epey.com/motosiklet/ktm-1290-super-duke-r-abs.html
KTM 1190 ADVENTURE,,Adventure,1195 cc,150.0 ,78.0,https://www.epey.com/motosiklet/ktm-1190-adventure.html
Kawasaki Vn1700 Nomad,,Chopper,1700 cc,74.0 ,78.0,https://www.epey.com/motosiklet/kawasaki-vn1700-nomad.html
KTM 1190 RC8 R,,Sport,1195 cc,175.0 ,78.0,https://www.epey.com/motosiklet/ktm-1190-rc8-r.html
BMW F 800 GS Dynamic Package,,Adventure,798 cc,85.0 ,78.0,https://www.epey.com/motosiklet/bmw-f-800-gs.html
BMW F 800 GS Dynamic Low Suspension,,Adventure,798 cc,85.0 ,78.0,https://www.epey.com/motosiklet/bmw-f-800-gs-dynamic-low-suspension.html
BMW F 800 GS Dynamic Color Edition,,Adventure,798 cc,85.0 ,78.0,https://www.epey.com/motosiklet/bmw-f-800-gs-dynamic-color-edition.html
KTM 1190 ADVENTURE R,,Adventure,1195 cc,150.0 ,78.0,https://www.epey.com/motosiklet/ktm-1190-adventure-r.html
Yamaha XVS1300A Midnight Star,,Chopper,1304 cc,73.0 ,78.0,https://www.epey.com/motosiklet/yamaha-xvs1300a-midnight-star.html
Kawasaki ZX-6R 636 KRT ABS,,Racing,636 cc,131 ,77.0,https://www.epey.com/motosiklet/kawasaki-zx-6r-636-krt-abs.html
Honda CB 650F,,Naked,649 cc,87.0 ,77.0,https://www.epey.com/motosiklet/honda-cb-650f.html
Yamaha XJ6N,,Naked,600 cc,77.5 ,77.0,https://www.epey.com/motosiklet/yamaha-xj6n.html
Benelli TNT 600,,Naked,600 cc,80.4 ,76.0,https://www.epey.com/motosiklet/benelli-tnt-600.html
Kawasaki ZX-6R 636 KRT,,Racing,636 cc,131 ,76.0,https://www.epey.com/motosiklet/kawasaki-zx-6r-636-krt.html
Yamaha XJ6 Diversion F,,Naked,600 cc,77.5 ,76.0,https://www.epey.com/motosiklet/yamaha-xj6-diversion-f.html
BMW F 700 GS Advantage Package,,Adventure,798 cc,75.0 ,74.0,https://www.epey.com/motosiklet/bmw-f-700-gs.html
Yuki JJ50QT-3 Snoopy,10600.0,Scooter,49 cc,2.81 ,,https://www.epey.com/motosiklet/yuki-jj50qt-3-snoopy.html
Kral KR-12 VESTA 5000,18099.0,Elektrikli,-,-,,https://www.epey.com/motosiklet/kral-kr-12-vesta-5000.html
Yuki YK-04 Jüpiter,10599.0,Elektrikli,-,-,,https://www.epey.com/motosiklet/yuki-yk-04-jupiter.html
Kawasaki Ninja H2R,,Racing,998 cc,310 ,100.0,https://www.epey.com/motosiklet/kawasaki-ninja-h2r.html
BMW K 1600 GTL TR Package,,Touring,1649 cc,160.0 ,99.0,https://www.epey.com/motosiklet/bmw-k-1600-gtl-tr-package.html
BMW K 1600 GTL Exclusive,,Touring,1649 cc,160.0 ,99.0,https://www.epey.com/motosiklet/bmw-k-1600-gtl-exclusive.html
BMW K 1600 GT TR Package,,Touring,1649 cc,160.0 ,99.0,https://www.epey.com/motosiklet/bmw-k-1600-gt-tr-package.html
BMW K 1600 GT Sport Edition,,Touring,1649 cc,160.0 ,99.0,https://www.epey.com/motosiklet/bmw-k-1600-sport-edition.html
Triumph Rocket III Roadster,,Chopper,2294 cc,148.0 ,98.0,https://www.epey.com/motosiklet/triumph-rocket-iii-roadster.html
Honda Gold Wing F6B,,Touring,1832 cc,118 ,95.0,https://www.epey.com/motosiklet/honda-gold-wing-f6b.html
Honda GL1800 Gold Wing ABS,,Touring,1832 cc,118 ,95.0,https://www.epey.com/motosiklet/honda-gl1800-gold-wing-abs.html
Honda Gold Wing F6C,,Chopper,1832 cc,117 ,95.0,https://www.epey.com/motosiklet/honda-gold-wing-f6c.html
Yamaha VMAX,,Sport,1679 cc,200.0 ,95.0,https://www.epey.com/motosiklet/yamaha-vmax.html
Aprilia RSV4 RR 1000,,Racing,999.6 cc,201.0 ,95.0,https://www.epey.com/motosiklet/aprilia-rsv4-rr-1000.html
Aprilia RSV4 RR 1000 RACEPACK,,Racing,999.6 cc,201.0 ,95.0,https://www.epey.com/motosiklet/aprilia-rsv4-rr-1000-racepack.html
Aprilia RSV4 RF 1000,,Racing,999.6 cc,201.0 ,95.0,https://www.epey.com/motosiklet/aprilia-rsv4-rf-1000.html
Suzuki Hayabusa GSX1300RA,,Racing,1340 cc,197.1 ,94.0,https://www.epey.com/motosiklet/suzuki-hayabusa-gsx1300ra.html
Yamaha YZF-R1,,Racing,998 cc,200.0 ,94.0,https://www.epey.com/motosiklet/yamaha-yzf-r1.html
Yamaha YZF-R1M,,Racing,998 cc,200.0 ,94.0,https://www.epey.com/motosiklet/yamaha-yzf-r1m.html
BMW K 1300 R TR Package,,Naked,1293 cc,173.0 ,94.0,https://www.epey.com/motosiklet/bmw-k-1300-r-tr-package.html
BMW S 1000 RR TR Package,,Sport,999 cc,198.0 ,94.0,https://www.epey.com/motosiklet/bmw-s-1000-rr.html
BMW S 1000 RR TR Package Design Wheels,,Sport,999 cc,198.0 ,94.0,https://www.epey.com/motosiklet/bmw-s-1000-rr-tr-package-design-wheels.html
BMW S 1000 RR TR Package Triple Color,,Sport,999 cc,198.0 ,94.0,https://www.epey.com/motosiklet/bmw-s-1000-rr-tr-package-triple-color.html
BMW S 1000 RR TR Package Triple Color Design Wheels,,Sport,999 cc,198.0 ,94.0,https://www.epey.com/motosiklet/bmw-s-1000-rr-tr-package-triple-color-design-wheels.html
Triumph Rocket III Touring,,Touring,2294 cc,106 ,94.0,https://www.epey.com/motosiklet/triumph-rocket-iii-touring.html
Kawasaki 1400GTR,,Sport,1352 cc,160.0 ,94.0,https://www.epey.com/motosiklet/kawasaki-1400gtr.html
Kawasaki Ninja H2,,Racing,998 cc,210.0 ,93.0,https://www.epey.com/motosiklet/kawasaki-ninja-h2.html
Honda VFR1200F,,Sport,1237 cc,172 ,92.0,https://www.epey.com/motosiklet/honda-vfr1200f.html
Honda CBR 1000RR Fireblade,,Racing,999 cc,181.0 ,92.0,https://www.epey.com/motosiklet/honda-cbr-1000rr.html
Kawasaki ZX10R ABS,,Racing,998 cc,200.0 ,92.0,https://www.epey.com/motosiklet/kawasaki-zx10r-abs.html
BMW R 1200 R Style Package,,Naked,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-r.html
BMW R 1200 R Dynamic Package,,Naked,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-r-dynamic-package.html
Honda Crossrunner VFR 800X,,Adventure,782 cc,106 ,85.0,https://www.epey.com/motosiklet/honda-crossrunner.html
BMW R 1200 RS Dynamic Package,,Sport,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-rs.html
BMW R 1200 RS Dynamic Package Quick Shifter,,Sport,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-rs-dynamic-package-quick-shifter.html
BMW R 1200 RS Dynamic Style Package,,Sport,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-rs-dynamic-style-package.html
BMW R 1200 RS Dynamic Style Package Quick Shifter,,Sport,1170 cc,125 ,85.0,https://www.epey.com/motosiklet/bmw-r-1200-rs-dynamic-style-package-quick-shifter.html
Kawasaki ZX-6R 636,,Racing,636 cc,137.0 ,85.0,https://www.epey.com/motosiklet/kawasaki-zx-6r-636.html
Triumph Daytona 675 ABS,,Sport,675 cc,128 ,85.0,https://www.epey.com/motosiklet/triumph-daytona-675-abs.html
Triumph Daytona 675R,,Sport,675 cc,128 ,85.0,https://www.epey.com/motosiklet/triumph-daytona-675r.html
Yamaha Tracer 900,,Sport,847 cc,115 ,85.0,https://www.epey.com/motosiklet/yamaha-tracer-900.html
Yamaha Fazer 8 ABS,,Naked,779 cc,106 ,85.0,https://www.epey.com/motosiklet/yamaha-fazer-8-abs.html
Yamaha YZF-R6,,Racing,599 cc,124 ,84.0,https://www.epey.com/motosiklet/yamaha-yzf-r6.html
Suzuki V-Strom 1000 ABS,,Adventure,1037 cc,100 ,84.0,https://www.epey.com/motosiklet/suzuki-v-strom-1000abs.html
Yamaha MT-09,,Naked,847 cc,115 ,84.0,https://www.epey.com/motosiklet/yamaha-mt-09.html
Honda CTX 1300,,Touring,1261 cc,84.3 ,84.0,https://www.epey.com/motosiklet/honda-ctx-1300.html
Yamaha XSR900 ABS,,Touring,847 cc,115 ,84.0,https://www.epey.com/motosiklet/yamaha-xsr900-abs.html
Kawasaki Z800 Sugomi,,Touring,806 cc,113 ,84.0,https://www.epey.com/motosiklet/kawasaki-z800-sugomi.html
Honda CBR 600RR,,Racing,599 cc,120 ,84.0,https://www.epey.com/motosiklet/honda-cbr-600rr.html
Kawasaki Z800E ABS,,Touring,806 cc,95.0 ,84.0,https://www.epey.com/motosiklet/kawasaki-z800e-abs.html
Yamaha Fazer 8,,Naked,779 cc,106 ,83.0,https://www.epey.com/motosiklet/yamaha-fazer-8.html
Triumph Street Triple ABS,,Naked,675 cc,106 ,83.0,https://www.epey.com/motosiklet/triumph-street-triple-abs.html
Triumph Street Triple R ABS,,Naked,675 cc,106 ,83.0,https://www.epey.com/motosiklet/triumph-street-triple-r-abs.html
Kawasaki Z800,,Touring,806 cc,113 ,83.0,https://www.epey.com/motosiklet/kawasaki-z800.html
Suzuki GSX-R600,,Racing,599 cc,126 ,83.0,https://www.epey.com/motosiklet/suzuki-gsx-r600.html
Triumph Tiger 800 XRt,,Adventure,800 cc,95.0 ,82.0,https://www.epey.com/motosiklet/triumph-tiger-800-xrt.html
Triumph Tiger 800 XCA,,Adventure,800 cc,95.0 ,82.0,https://www.epey.com/motosiklet/triumph-tiger-800-xca.html
Kawasaki Z800E,,Touring,806 cc,95.0 ,82.0,https://www.epey.com/motosiklet/kawasaki-z800e.html
Triumph Thunderbird,,Chopper,1597 cc,86.0 ,82.0,https://www.epey.com/motosiklet/triumph-thunderbird.html
KTM 1050 ADVENTURE,,Adventure,1050 cc,95.0 ,82.0,https://www.epey.com/motosiklet/ktm-1050-adventure.html
BMW S 1000 XR Dynamic Package,,Sport,999 cc,160.0 ,92.0,https://www.epey.com/motosiklet/bmw-s-1000-xr.html
BMW S 1000 XR Dynamic Package Design Wheels,,Sport,999 cc,160.0 ,92.0,https://www.epey.com/motosiklet/bmw-s-1000-xr-dynamic-package-design-wheels.html
BMW S 1000 XR Dynamic Package Low Suspension,,Sport,999 cc,160.0 ,92.0,https://www.epey.com/motosiklet/bmw-s-1000-xr-dynamic-package-low-suspension.html
Aprilia TUONO V4 1100,,Racing,1077 cc,175.0 ,91.0,https://www.epey.com/motosiklet/aprilia-tuono-v4-1100.html
Aprilia TUONO V4 FACTORY 1100,,Racing,1077 cc,175.0 ,91.0,https://www.epey.com/motosiklet/aprilia-tuono-v4-factory-1100.html
Yamaha MT-10 SP ABS,,Naked,998 cc,160.4 ,91.0,https://www.epey.com/motosiklet/yamaha-mt-10-sp-abs.html
BMW S 1000 R Sport Package,,Naked,999 cc,160.0 ,91.0,https://www.epey.com/motosiklet/bmw-s-1000-r-sport-package.html
BMW S 1000 R Dynamic Package,,Naked,999 cc,160.0 ,91.0,https://www.epey.com/motosiklet/bmw-s-1000-r-dynamic-package.html
Kawasaki ZX10R KRT,,Racing,998 cc,210 ,91.0,https://www.epey.com/motosiklet/kawasaki-zx10r-krt.html
Kawasaki NINJA ZX-10R WINTER TEST EDITION,,Racing,998 cc,210 ,91.0,https://www.epey.com/motosiklet/kawasaki-ninja-zx-10r-winter-test-edition.html
Suzuki GSX-R1000,,Racing,999 cc,185.0 ,91.0,https://www.epey.com/motosiklet/suzuki-gsx-r1000.html
Harley Davidson CVO Limited,,Touring,1801 cc,96.5 ,91.0,https://www.epey.com/motosiklet/harley-davidson-cvo-limited.html
Honda VFR1200X Crosstourer,,Adventure,1237 cc,129 ,91.0,https://www.epey.com/motosiklet/honda-crosstourer.html
Honda VFR1200X Crosstourer DCT,,Adventure,1237 cc,129 ,91.0,https://www.epey.com/motosiklet/honda-vfr1200x-crosstourer-dct.html
Suzuki GSX-R1000R,,Racing,1000 cc,202 ,90.0,https://www.epey.com/motosiklet/suzuki-gsx-r1000r.html
Triumph Tiger Explorer,,Adventure,1215 cc,137.0 ,90.0,https://www.epey.com/motosiklet/triumph-tiger-explorer.html
Triumph Tiger Explorer XC,,Adventure,1215 cc,137.0 ,90.0,https://www.epey.com/motosiklet/triumph-tiger-explorer-xc.html
Kawasaki Z1000 ABS,,Touring,1043 cc,142.0 ,90.0,https://www.epey.com/motosiklet/kawasaki-z1000-abs.html
Kawasaki Z1000 Sugomi,,Touring,1043 cc,142 ,90.0,https://www.epey.com/motosiklet/kawasaki-z1000-sugomi.html
Triumph Trophy SE,,Touring,1215 cc,132.0 ,89.0,https://www.epey.com/motosiklet/triumph-trophy-se.html
Yamaha FJR1300AE,,Touring,1298 cc,146.2 ,89.0,https://www.epey.com/motosiklet/yamaha-fjr1300ae.html
Kawasaki Z1000,,Touring,1043 cc,142.0 ,89.0,https://www.epey.com/motosiklet/kawasaki-z1000.html
BMW K 1300 S Special Model,,Sport,1293 cc,175.0 ,89.0,https://www.epey.com/motosiklet/bmw-k-1300-s.html
Kawasaki ZX10R,,Racing,998 cc,210 ,89.0,https://www.epey.com/motosiklet/kawasaki-zx10r.html
Triumph Speed Triple ABS,,Naked,1050 cc,135.0 ,88.0,https://www.epey.com/motosiklet/triumph-speed-triple-abs.html
Aprilia CAPONORD 1200 RALLY,,Enduro,1197 cc,125 ,88.0,https://www.epey.com/motosiklet/aprilia-caponord-1200-rally.html
Suzuki Intruder VZR1800BZ,,Chopper,1783 cc,125 ,88.0,https://www.epey.com/motosiklet/suzuki-intruder-vzr1800bz.html
Kawasaki Z1000SX,,Touring,1043 cc,142.0 ,88.0,https://www.epey.com/motosiklet/kawasaki-z1000sx.html
BMW R 1200 GS Adventure TR Package,,Adventure,1170 cc,125 ,88.0,https://www.epey.com/motosiklet/bmw-r-1200-gs-adventure-tr-package.html
Kawasaki Z900,,Naked,948 cc,125 ,87.0,https://www.epey.com/motosiklet/kawasaki-z900.html
